Date_Time,PredictPower
2024/6/19 14:15,13.9628
2024/6/19 14:30,13.4688
2024/6/19 14:45,13.1094
2024/6/19 15:00,12.7239
2024/6/19 15:15,12.0825
2024/6/19 15:30,11.1282
2024/6/19 15:45,9.93324
2024/6/19 16:00,8.77582
2024/6/19 16:15,7.81653
2024/6/19 16:30,7.07056
2024/6/19 16:45,6.44555
2024/6/19 17:00,5.95449
2024/6/19 17:15,5.37128
2024/6/19 17:30,4.63203
2024/6/19 17:45,3.62593
2024/6/19 18:00,0
2024/6/19 18:15,0
2024/6/19 18:30,0
2024/6/19 18:45,0
2024/6/19 19:00,0
2024/6/19 19:15,1.22118
2024/6/19 19:30,1.06013
2024/6/19 19:45,0.86185
2024/6/19 20:00,0.72767
2024/6/19 20:15,0.66619
2024/6/19 20:30,0
2024/6/19 20:45,1.14662
2024/6/19 21:00,1.64441
2024/6/19 21:15,2.14203
2024/6/19 21:30,0
2024/6/19 21:45,3.13709
2024/6/19 22:00,0
2024/6/19 22:15,4.25473
2024/6/19 22:30,4.9992
2024/6/19 22:45,5.79847
2024/6/19 23:00,6.67283
2024/6/19 23:15,7.62485
2024/6/19 23:30,8.5317
2024/6/19 23:45,9.34385
2024/6/20 0:00,7.03224
2024/6/20 0:15,7.16587
2024/6/20 0:30,7.32245
2024/6/20 0:45,7.42747
2024/6/20 1:00,7.47829
2024/6/20 1:15,7.50555
2024/6/20 1:30,7.5326
2024/6/20 1:45,7.56291
2024/6/20 2:00,7.44575
2024/6/20 2:15,7.47178
2024/6/20 2:30,7.52031
2024/6/20 2:45,7.5909
2024/6/20 3:00,7.82359
2024/6/20 3:15,8.24743
2024/6/20 3:30,8.73984
2024/6/20 3:45,9.40946
2024/6/20 4:00,10.0779
2024/6/20 4:15,10.4915
2024/6/20 4:30,10.8198
2024/6/20 4:45,10.9407
2024/6/20 5:00,10.8985
2024/6/20 5:15,10.9225
2024/6/20 5:30,10.945
2024/6/20 5:45,11.0281
2024/6/20 6:00,11.1197
2024/6/20 6:15,11.1791
2024/6/20 6:30,11.284
2024/6/20 6:45,11.2833
2024/6/20 7:00,11.4028
2024/6/20 7:15,11.4137
2024/6/20 7:30,11.2862
2024/6/20 7:45,10.951
2024/6/20 8:00,10.5374
2024/6/20 8:15,10.1474
2024/6/20 8:30,9.75831
2024/6/20 8:45,9.42676
2024/6/20 9:00,9.09611
2024/6/20 9:15,8.78871
2024/6/20 9:30,8.49415
2024/6/20 9:45,8.24555
2024/6/20 10:00,7.99792
2024/6/20 10:15,7.76349
2024/6/20 10:30,7.57617
2024/6/20 10:45,7.4021
2024/6/20 11:00,7.39765
2024/6/20 11:15,7.69793
2024/6/20 11:30,8.14411
2024/6/20 11:45,8.87967
2024/6/20 12:00,9.61774
2024/6/20 12:15,10.1561
2024/6/20 12:30,10.6306
2024/6/20 12:45,11.0531
2024/6/20 13:00,11.4522
2024/6/20 13:15,11.8793
2024/6/20 13:30,12.3728
2024/6/20 13:45,12.9613
2024/6/20 14:00,13.55
2024/6/20 14:15,14.1847
2024/6/20 14:30,14.8424
2024/6/20 14:45,15.5234
2024/6/20 15:00,16.205
2024/6/20 15:15,16.8024
2024/6/20 15:30,17.3545
2024/6/20 15:45,17.862
2024/6/20 16:00,18.309
2024/6/20 16:15,18.6776
2024/6/20 16:30,19.1324
2024/6/20 16:45,19.576
2024/6/20 17:00,19.5887
2024/6/20 17:15,19.8355
2024/6/20 17:30,20.2284
2024/6/20 17:45,20.7433
2024/6/20 18:00,21.2609
2024/6/20 18:15,21.6952
2024/6/20 18:30,22.0319
2024/6/20 18:45,22.2182
2024/6/20 19:00,22.405
2024/6/20 19:15,22.6257
2024/6/20 19:30,22.9136
2024/6/20 19:45,23.2424
2024/6/20 20:00,23.6042
2024/6/20 20:15,24.0051
2024/6/20 20:30,24.4058
2024/6/20 20:45,24.806
2024/6/20 21:00,25.1661
2024/6/20 21:15,25.4348
2024/6/20 21:30,25.4626
2024/6/20 21:45,25.2591
2024/6/20 22:00,25.518
2024/6/20 22:15,25.843
2024/6/20 22:30,26.1933
2024/6/20 22:45,26.5674
2024/6/20 23:00,26.9398
2024/6/20 23:15,27.2831
2024/6/20 23:30,27.5643
2024/6/20 23:45,27.8451
2024/6/21 0:00,27.3397
2024/6/21 0:15,26.9498
2024/6/21 0:30,26.5592
2024/6/21 0:45,26.6647
