日期和时间,实际功率,测风塔风速,测风塔温度,测风塔湿度,测风塔风向
2018-07-03 00:00:00,24.3085,3.698,0.0,0.0,15.15
2018-07-03 00:15:00,24.9225,3.698,0.0,0.0,15.15
2018-07-03 00:30:00,22.5555,3.698,0.0,0.0,15.15
2018-07-03 00:45:00,21.1597,3.698,0.0,0.0,15.15
2018-07-03 01:00:00,18.3903,3.698,0.0,0.0,15.15
2018-07-03 01:15:00,15.7999,3.698,0.0,0.0,15.15
2018-07-03 01:30:00,14.2813,3.698,0.0,0.0,15.15
2018-07-03 01:45:00,14.4044,3.698,0.0,0.0,15.15
2018-07-03 02:00:00,12.1376,3.698,0.0,0.0,15.15
2018-07-03 02:30:00,11.1211,3.698,0.0,0.0,15.15
2018-07-03 02:45:00,10.8084,3.698,0.0,0.0,15.15
2018-07-03 03:00:00,9.9041,3.698,0.0,0.0,15.15
2018-07-03 03:15:00,8.2742,3.698,0.0,0.0,15.15
2018-07-03 03:30:00,6.9009,3.698,0.0,0.0,15.15
2018-07-03 03:45:00,5.3932,3.698,0.0,0.0,15.15
2018-07-03 04:00:00,4.5669,3.698,0.0,0.0,15.15
2018-07-03 04:15:00,4.7569,3.698,0.0,0.0,15.15
2018-07-03 04:30:00,5.248,3.698,0.0,0.0,15.15
2018-07-03 04:45:00,4.9688,3.698,0.0,0.0,15.15
2018-07-03 05:00:00,4.6004,3.698,0.0,0.0,15.15
2018-07-03 05:15:00,5.3039,3.698,0.0,0.0,15.15
2018-07-03 05:30:00,3.9079,3.698,0.0,0.0,15.15
2018-07-03 05:45:00,2.9701,3.698,0.0,0.0,15.15
2018-07-03 06:00:00,1.1277,3.698,0.0,0.0,15.15
2018-07-03 06:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 06:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 06:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 07:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 07:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 07:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 08:00:00,1.9539,3.698,0.0,0.0,15.15
2018-07-03 08:15:00,5.7506,3.698,0.0,0.0,15.15
2018-07-03 08:30:00,8.7095,3.698,0.0,0.0,15.15
2018-07-03 08:45:00,10.7305,3.698,0.0,0.0,15.15
2018-07-03 09:00:00,12.1598,3.698,0.0,0.0,15.15
2018-07-03 09:15:00,12.8298,3.698,0.0,0.0,15.15
2018-07-03 09:30:00,15.8111,3.698,0.0,0.0,15.15
2018-07-03 09:45:00,15.3757,3.698,0.0,0.0,15.15
2018-07-03 10:00:00,14.2926,3.698,0.0,0.0,15.15
2018-07-03 10:15:00,13.3435,3.698,0.0,0.0,15.15
2018-07-03 10:30:00,14.3036,3.698,0.0,0.0,15.15
2018-07-03 11:00:00,16.5368,3.698,0.0,0.0,15.15
2018-07-03 11:15:00,17.4971,3.698,0.0,0.0,15.15
2018-07-03 11:30:00,18.4573,3.698,0.0,0.0,15.15
2018-07-03 11:45:00,20.2105,3.698,0.0,0.0,15.15
2018-07-03 12:00:00,20.1547,3.698,0.0,0.0,15.15
2018-07-03 12:30:00,19.3171,3.698,0.0,0.0,15.15
2018-07-03 12:45:00,19.4959,3.698,0.0,0.0,15.15
2018-07-03 13:00:00,18.3233,3.698,0.0,0.0,15.15
2018-07-03 13:15:00,18.2452,3.698,0.0,0.0,15.15
2018-07-03 13:30:00,19.6521,3.698,0.0,0.0,15.15
2018-07-03 13:45:00,19.3841,3.698,0.0,0.0,15.15
2018-07-03 14:00:00,16.8271,3.698,0.0,0.0,15.15
2018-07-03 14:15:00,14.1585,3.698,0.0,0.0,15.15
2018-07-03 14:30:00,13.3099,3.698,0.0,0.0,15.15
2018-07-03 14:45:00,14.6387,3.698,0.0,0.0,15.15
2018-07-03 15:00:00,14.8174,3.698,0.0,0.0,15.15
2018-07-03 15:15:00,12.7963,3.698,0.0,0.0,15.15
2018-07-03 15:30:00,12.0705,3.698,0.0,0.0,15.15
2018-07-03 15:45:00,7.9168,3.698,0.0,0.0,15.15
2018-07-03 16:00:00,5.9628,3.698,0.0,0.0,15.15
2018-07-03 16:15:00,8.2407,3.698,0.0,0.0,15.15
2018-07-03 16:30:00,7.6711,3.698,0.0,0.0,15.15
2018-07-03 16:45:00,6.6661,3.698,0.0,0.0,15.15
2018-07-03 17:00:00,7.9503,3.698,0.0,0.0,15.15
2018-07-03 17:15:00,9.7479,3.698,0.0,0.0,15.15
2018-07-03 17:30:00,8.8323,3.698,0.0,0.0,15.15
2018-07-03 17:45:00,6.3871,3.698,0.0,0.0,15.15
2018-07-03 18:00:00,6.1415,3.698,0.0,0.0,15.15
2018-07-03 18:15:00,6.1973,3.698,0.0,0.0,15.15
2018-07-03 18:30:00,6.1973,3.698,0.0,0.0,15.15
2018-07-03 18:45:00,6.1861,3.698,0.0,0.0,15.15
2018-07-03 19:00:00,5.9629,3.698,0.0,0.0,15.15
2018-07-03 19:15:00,6.0075,3.698,0.0,0.0,15.15
2018-07-03 19:30:00,5.4045,3.698,0.0,0.0,15.15
2018-07-03 19:45:00,4.5447,3.698,0.0,0.0,15.15
2018-07-03 20:00:00,10.1389,3.698,0.0,0.0,15.15
2018-07-03 20:15:00,16.1349,3.698,0.0,0.0,15.15
2018-07-03 20:30:00,24.0069,3.698,0.0,0.0,15.15
2018-07-03 20:45:00,29.7687,3.698,0.0,0.0,15.15
2018-07-03 21:00:00,39.9743,3.698,0.0,0.0,15.15
2018-07-03 21:15:00,43.7147,3.698,0.0,0.0,15.15
2018-07-03 21:30:00,42.509,3.698,0.0,0.0,15.15
2018-07-03 21:45:00,38.9359,3.698,0.0,0.0,15.15
2018-07-03 22:15:00,34.8603,3.698,0.0,0.0,15.15
2018-07-03 22:30:00,14.5045,3.698,0.0,0.0,15.15
2018-07-03 22:45:00,8.1621,3.698,0.0,0.0,15.15
2018-07-03 23:00:00,0.1451,3.698,0.0,0.0,15.15
2018-07-03 23:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 23:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-03 23:45:00,0.4242,3.698,0.0,0.0,15.15
2018-07-04 00:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 00:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 00:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 00:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 01:00:00,0.3907,3.698,0.0,0.0,15.15
2018-07-04 01:15:00,0.6029,3.698,0.0,0.0,15.15
2018-07-04 01:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 01:45:00,3.1152,3.698,0.0,0.0,15.15
2018-07-04 02:00:00,2.1997,3.698,0.0,0.0,15.15
2018-07-04 02:15:00,0.9823,3.698,0.0,0.0,15.15
2018-07-04 02:30:00,1.9876,3.698,0.0,0.0,15.15
2018-07-04 02:45:00,4.7791,3.698,0.0,0.0,15.15
2018-07-04 03:00:00,7.9838,3.698,0.0,0.0,15.15
2018-07-04 03:15:00,6.1416,3.698,0.0,0.0,15.15
2018-07-04 03:30:00,3.8077,3.698,0.0,0.0,15.15
2018-07-04 03:45:00,5.7841,3.698,0.0,0.0,15.15
2018-07-04 04:00:00,7.3697,3.698,0.0,0.0,15.15
2018-07-04 04:15:00,9.7142,3.698,0.0,0.0,15.15
2018-07-04 04:30:00,11.5456,3.698,0.0,0.0,15.15
2018-07-04 04:45:00,14.6275,3.698,0.0,0.0,15.15
2018-07-04 05:00:00,13.4775,3.698,0.0,0.0,15.15
2018-07-04 05:15:00,12.3942,3.698,0.0,0.0,15.15
2018-07-04 05:30:00,10.3841,3.698,0.0,0.0,15.15
2018-07-04 05:45:00,10.5517,3.698,0.0,0.0,15.15
2018-07-04 06:00:00,9.9375,3.698,0.0,0.0,15.15
2018-07-04 06:15:00,8.6872,3.698,0.0,0.0,15.15
2018-07-04 06:30:00,9.9709,3.698,0.0,0.0,15.15
2018-07-04 06:45:00,10.9203,3.698,0.0,0.0,15.15
2018-07-04 07:00:00,9.9487,3.698,0.0,0.0,15.15
2018-07-04 07:30:00,7.8051,3.698,0.0,0.0,15.15
2018-07-04 07:45:00,6.8783,3.698,0.0,0.0,15.15
2018-07-04 08:00:00,6.1191,3.698,0.0,0.0,15.15
2018-07-04 08:15:00,5.2704,3.698,0.0,0.0,15.15
2018-07-04 08:30:00,5.0025,3.698,0.0,0.0,15.15
2018-07-04 08:45:00,5.5495,3.698,0.0,0.0,15.15
2018-07-04 09:15:00,8.4193,3.698,0.0,0.0,15.15
2018-07-04 09:30:00,9.6474,3.698,0.0,0.0,15.15
2018-07-04 09:45:00,8.0843,3.698,0.0,0.0,15.15
2018-07-04 10:00:00,9.4127,3.698,0.0,0.0,15.15
2018-07-04 10:15:00,8.4974,3.698,0.0,0.0,15.15
2018-07-04 10:30:00,11.9029,3.698,0.0,0.0,15.15
2018-07-04 10:45:00,13.7677,3.698,0.0,0.0,15.15
2018-07-04 11:00:00,12.3831,3.698,0.0,0.0,15.15
2018-07-04 11:15:00,20.3333,3.698,0.0,0.0,15.15
2018-07-04 11:30:00,23.4821,3.698,0.0,0.0,15.15
2018-07-04 11:45:00,22.6001,3.698,0.0,0.0,15.15
2018-07-04 12:00:00,20.9474,3.698,0.0,0.0,15.15
2018-07-04 12:15:00,15.4314,3.698,0.0,0.0,15.15
2018-07-04 12:30:00,10.9986,3.698,0.0,0.0,15.15
2018-07-04 12:45:00,29.8803,3.698,0.0,0.0,15.15
2018-07-04 13:00:00,15.7551,3.698,0.0,0.0,15.15
2018-07-04 13:15:00,4.0086,3.698,0.0,0.0,15.15
2018-07-04 13:30:00,0.1116,3.698,0.0,0.0,15.15
2018-07-04 13:45:00,0.3237,3.698,0.0,0.0,15.15
2018-07-04 14:00:00,0.0558,3.698,0.0,0.0,15.15
2018-07-04 14:15:00,0.0558,3.698,0.0,0.0,15.15
2018-07-04 14:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 14:45:00,0.48,3.698,0.0,0.0,15.15
2018-07-04 15:00:00,1.753,3.698,0.0,0.0,15.15
2018-07-04 15:15:00,1.5185,3.698,0.0,0.0,15.15
2018-07-04 15:30:00,2.0657,3.698,0.0,0.0,15.15
2018-07-04 15:45:00,0.6363,3.698,0.0,0.0,15.15
2018-07-04 16:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 16:15:00,2.2443,3.698,0.0,0.0,15.15
2018-07-04 16:30:00,3.037,3.698,0.0,0.0,15.15
2018-07-04 16:45:00,3.2046,3.698,0.0,0.0,15.15
2018-07-04 17:00:00,3.0817,3.698,0.0,0.0,15.15
2018-07-04 17:15:00,2.6687,3.698,0.0,0.0,15.15
2018-07-04 17:30:00,1.2058,3.698,0.0,0.0,15.15
2018-07-04 17:45:00,0.2456,3.698,0.0,0.0,15.15
2018-07-04 18:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 18:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 18:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 18:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 19:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 19:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 19:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 19:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 20:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 20:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 20:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 20:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 21:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 21:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 21:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 21:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 22:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 22:15:00,0.9041,3.698,0.0,0.0,15.15
2018-07-04 22:30:00,1.0381,3.698,0.0,0.0,15.15
2018-07-04 22:45:00,1.1833,3.698,0.0,0.0,15.15
2018-07-04 23:00:00,0.681,3.698,0.0,0.0,15.15
2018-07-04 23:15:00,0.3572,3.698,0.0,0.0,15.15
2018-07-04 23:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-04 23:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-05 00:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-05 00:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-05 00:30:00,0.0558,3.698,0.0,0.0,15.15
2018-07-05 01:00:00,0.9934,3.698,0.0,0.0,15.15
2018-07-05 01:15:00,0.5246,3.698,0.0,0.0,15.15
2018-07-05 01:30:00,1.0828,3.698,0.0,0.0,15.15
2018-07-05 01:45:00,2.3113,3.698,0.0,0.0,15.15
2018-07-05 02:00:00,2.8473,3.698,0.0,0.0,15.15
2018-07-05 02:15:00,2.7803,3.698,0.0,0.0,15.15
2018-07-05 02:30:00,2.4119,3.698,0.0,0.0,15.15
2018-07-05 02:45:00,2.3449,3.698,0.0,0.0,15.15
2018-07-05 03:00:00,2.8697,3.698,0.0,0.0,15.15
2018-07-05 03:15:00,3.3051,3.698,0.0,0.0,15.15
2018-07-05 03:30:00,3.9304,3.698,0.0,0.0,15.15
2018-07-05 03:45:00,5.4826,3.698,0.0,0.0,15.15
2018-07-05 04:00:00,7.9726,3.698,0.0,0.0,15.15
2018-07-05 04:15:00,8.8993,3.698,0.0,0.0,15.15
2018-07-05 04:30:00,7.9056,3.698,0.0,0.0,15.15
2018-07-05 04:45:00,7.9949,3.698,0.0,0.0,15.15
2018-07-05 05:00:00,8.1402,3.698,0.0,0.0,15.15
2018-07-05 05:15:00,6.2532,3.698,0.0,0.0,15.15
2018-07-05 05:30:00,5.6613,3.698,0.0,0.0,15.15
2018-07-05 06:00:00,7.258,3.698,0.0,0.0,15.15
2018-07-05 06:15:00,8.8769,3.698,0.0,0.0,15.15
2018-07-05 06:30:00,10.6522,3.698,0.0,0.0,15.15
2018-07-05 06:45:00,10.9761,3.698,0.0,0.0,15.15
2018-07-05 07:00:00,12.6845,3.698,0.0,0.0,15.15
2018-07-05 07:15:00,11.8807,3.698,0.0,0.0,15.15
2018-07-05 07:30:00,11.0207,3.698,0.0,0.0,15.15
2018-07-05 07:45:00,10.6523,3.698,0.0,0.0,15.15
2018-07-05 08:00:00,8.6648,3.698,0.0,0.0,15.15
2018-07-05 08:15:00,8.5421,3.698,0.0,0.0,15.15
2018-07-05 08:30:00,7.5147,3.698,0.0,0.0,15.15
2018-07-05 08:45:00,4.9019,3.698,0.0,0.0,15.15
2018-07-05 09:00:00,3.1151,3.698,0.0,0.0,15.15
2018-07-05 09:15:00,1.6748,3.698,0.0,0.0,15.15
2018-07-05 09:30:00,1.0715,3.698,0.0,0.0,15.15
2018-07-05 09:45:00,0.1005,3.698,0.0,0.0,15.15
2018-07-05 10:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-05 10:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-05 10:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-05 10:45:00,0.7367,3.698,0.0,0.0,15.15
2018-07-05 11:00:00,1.6525,3.698,0.0,0.0,15.15
2018-07-05 11:15:00,2.1551,3.698,0.0,0.0,15.15
2018-07-05 11:30:00,2.5794,3.698,0.0,0.0,15.15
2018-07-05 11:45:00,2.4119,3.698,0.0,0.0,15.15
2018-07-05 12:00:00,1.4181,3.698,0.0,0.0,15.15
2018-07-05 12:15:00,2.3337,3.698,0.0,0.0,15.15
2018-07-05 12:30:00,3.5283,3.698,0.0,0.0,15.15
2018-07-05 12:45:00,1.6971,3.698,0.0,0.0,15.15
2018-07-05 13:00:00,1.6301,3.698,0.0,0.0,15.15
2018-07-05 13:30:00,2.6797,3.698,0.0,0.0,15.15
2018-07-05 13:45:00,3.1823,3.698,0.0,0.0,15.15
2018-07-05 14:00:00,2.9031,3.698,0.0,0.0,15.15
2018-07-05 14:15:00,1.9428,3.698,0.0,0.0,15.15
2018-07-05 14:30:00,1.9652,3.698,0.0,0.0,15.15
2018-07-05 14:45:00,3.1711,3.698,0.0,0.0,15.15
2018-07-05 15:00:00,2.9813,3.698,0.0,0.0,15.15
2018-07-05 15:15:00,2.5681,3.698,0.0,0.0,15.15
2018-07-05 15:30:00,2.4675,3.698,0.0,0.0,15.15
2018-07-05 15:45:00,1.9763,3.698,0.0,0.0,15.15
2018-07-05 16:00:00,1.9205,3.698,0.0,0.0,15.15
2018-07-05 16:15:00,1.7977,3.698,0.0,0.0,15.15
2018-07-05 16:30:00,2.4676,3.698,0.0,0.0,15.15
2018-07-05 16:45:00,5.4267,3.698,0.0,0.0,15.15
2018-07-05 17:00:00,10.1721,3.698,0.0,0.0,15.15
2018-07-05 17:15:00,11.4228,3.698,0.0,0.0,15.15
2018-07-05 17:30:00,11.8807,3.698,0.0,0.0,15.15
2018-07-05 17:45:00,8.7316,3.698,0.0,0.0,15.15
2018-07-05 18:00:00,6.7667,3.698,0.0,0.0,15.15
2018-07-05 18:15:00,5.17,3.698,0.0,0.0,15.15
2018-07-05 18:30:00,9.48,3.698,0.0,0.0,15.15
2018-07-05 18:45:00,12.9192,3.698,0.0,0.0,15.15
2018-07-05 19:00:00,14.4935,3.698,0.0,0.0,15.15
2018-07-05 19:15:00,18.4909,3.698,0.0,0.0,15.15
2018-07-05 19:30:00,18.8034,3.698,0.0,0.0,15.15
2018-07-05 19:45:00,14.4377,3.698,0.0,0.0,15.15
2018-07-05 20:00:00,9.5803,3.698,0.0,0.0,15.15
2018-07-05 20:15:00,8.1513,3.698,0.0,0.0,15.15
2018-07-05 20:30:00,6.3313,3.698,0.0,0.0,15.15
2018-07-05 20:45:00,6.4317,3.698,0.0,0.0,15.15
2018-07-05 21:00:00,5.8848,3.698,0.0,0.0,15.15
2018-07-05 21:15:00,6.7779,3.698,0.0,0.0,15.15
2018-07-05 21:30:00,8.0285,3.698,0.0,0.0,15.15
2018-07-05 21:45:00,7.0347,3.698,0.0,0.0,15.15
2018-07-05 22:00:00,7.0459,3.698,0.0,0.0,15.15
2018-07-05 22:15:00,6.4207,3.698,0.0,0.0,15.15
2018-07-05 22:30:00,7.0682,3.698,0.0,0.0,15.15
2018-07-05 22:45:00,9.8148,3.698,0.0,0.0,15.15
2018-07-05 23:00:00,11.4674,3.698,0.0,0.0,15.15
2018-07-05 23:30:00,19.7527,3.698,0.0,0.0,15.15
2018-07-05 23:45:00,20.5678,3.698,0.0,0.0,15.15
2018-07-06 00:00:00,18.7923,3.698,0.0,0.0,15.15
2018-07-06 00:15:00,17.0169,3.698,0.0,0.0,15.15
2018-07-06 00:30:00,15.0965,3.698,0.0,0.0,15.15
2018-07-06 00:45:00,12.986,3.698,0.0,0.0,15.15
2018-07-06 01:00:00,9.4797,3.698,0.0,0.0,15.15
2018-07-06 01:15:00,8.3857,3.698,0.0,0.0,15.15
2018-07-06 01:30:00,8.2965,3.698,0.0,0.0,15.15
2018-07-06 01:45:00,7.4926,3.698,0.0,0.0,15.15
2018-07-06 02:00:00,8.7094,3.698,0.0,0.0,15.15
2018-07-06 02:15:00,10.1274,3.698,0.0,0.0,15.15
2018-07-06 02:30:00,9.7253,3.698,0.0,0.0,15.15
2018-07-06 02:45:00,6.6439,3.698,0.0,0.0,15.15
2018-07-06 03:00:00,4.4329,3.698,0.0,0.0,15.15
2018-07-06 03:15:00,3.7183,3.698,0.0,0.0,15.15
2018-07-06 03:30:00,2.7133,3.698,0.0,0.0,15.15
2018-07-06 03:45:00,4.2542,3.698,0.0,0.0,15.15
2018-07-06 04:00:00,4.0533,3.698,0.0,0.0,15.15
2018-07-06 04:15:00,4.9911,3.698,0.0,0.0,15.15
2018-07-06 04:30:00,8.2629,3.698,0.0,0.0,15.15
2018-07-06 04:45:00,10.4511,3.698,0.0,0.0,15.15
2018-07-06 05:00:00,14.0916,3.698,0.0,0.0,15.15
2018-07-06 05:15:00,16.4475,3.698,0.0,0.0,15.15
2018-07-06 05:30:00,16.4475,3.698,0.0,0.0,15.15
2018-07-06 05:45:00,10.9537,3.698,0.0,0.0,15.15
2018-07-06 06:00:00,9.9375,3.698,0.0,0.0,15.15
2018-07-06 06:15:00,10.0381,3.698,0.0,0.0,15.15
2018-07-06 06:30:00,8.0729,3.698,0.0,0.0,15.15
2018-07-06 06:45:00,5.9181,3.698,0.0,0.0,15.15
2018-07-06 07:00:00,6.5546,3.698,0.0,0.0,15.15
2018-07-06 07:15:00,5.706,3.698,0.0,0.0,15.15
2018-07-06 07:30:00,5.1141,3.698,0.0,0.0,15.15
2018-07-06 07:45:00,4.7121,3.698,0.0,0.0,15.15
2018-07-06 08:00:00,4.4999,3.698,0.0,0.0,15.15
2018-07-06 08:15:00,3.5062,3.698,0.0,0.0,15.15
2018-07-06 08:30:00,3.1821,3.698,0.0,0.0,15.15
2018-07-06 08:45:00,4.7121,3.698,0.0,0.0,15.15
2018-07-06 09:00:00,6.4429,3.698,0.0,0.0,15.15
2018-07-06 09:15:00,6.6775,3.698,0.0,0.0,15.15
2018-07-06 09:30:00,6.4094,3.698,0.0,0.0,15.15
2018-07-06 09:45:00,6.7109,3.698,0.0,0.0,15.15
2018-07-06 10:00:00,7.6266,3.698,0.0,0.0,15.15
2018-07-06 10:15:00,7.6935,3.698,0.0,0.0,15.15
2018-07-06 10:30:00,8.0507,3.698,0.0,0.0,15.15
2018-07-06 10:45:00,9.2343,3.698,0.0,0.0,15.15
2018-07-06 11:00:00,8.7207,3.698,0.0,0.0,15.15
2018-07-06 11:15:00,8.4192,3.698,0.0,0.0,15.15
2018-07-06 11:30:00,7.8833,3.698,0.0,0.0,15.15
2018-07-06 11:45:00,5.9739,3.698,0.0,0.0,15.15
2018-07-06 12:00:00,5.4825,3.698,0.0,0.0,15.15
2018-07-06 12:15:00,4.8907,3.698,0.0,0.0,15.15
2018-07-06 12:30:00,3.5842,3.698,0.0,0.0,15.15
2018-07-06 12:45:00,4.2876,3.698,0.0,0.0,15.15
2018-07-06 13:00:00,3.4837,3.698,0.0,0.0,15.15
2018-07-06 13:15:00,3.1265,3.698,0.0,0.0,15.15
2018-07-06 13:30:00,5.1475,3.698,0.0,0.0,15.15
2018-07-06 13:45:00,5.7171,3.698,0.0,0.0,15.15
2018-07-06 14:00:00,6.4541,3.698,0.0,0.0,15.15
2018-07-06 14:15:00,5.6948,3.698,0.0,0.0,15.15
2018-07-06 14:30:00,4.8796,3.698,0.0,0.0,15.15
2018-07-06 14:45:00,4.3436,3.698,0.0,0.0,15.15
2018-07-06 15:00:00,4.3213,3.698,0.0,0.0,15.15
2018-07-06 15:15:00,4.7568,3.698,0.0,0.0,15.15
2018-07-06 15:30:00,5.4827,3.698,0.0,0.0,15.15
2018-07-06 15:45:00,4.8461,3.698,0.0,0.0,15.15
2018-07-06 16:00:00,5.3373,3.698,0.0,0.0,15.15
2018-07-06 16:30:00,3.8521,3.698,0.0,0.0,15.15
2018-07-06 16:45:00,6.0076,3.698,0.0,0.0,15.15
2018-07-06 17:00:00,4.7121,3.698,0.0,0.0,15.15
2018-07-06 17:15:00,4.9802,3.698,0.0,0.0,15.15
2018-07-06 17:30:00,6.2419,3.698,0.0,0.0,15.15
2018-07-06 17:45:00,8.2965,3.698,0.0,0.0,15.15
2018-07-06 18:00:00,7.1018,3.698,0.0,0.0,15.15
2018-07-06 18:15:00,5.6948,3.698,0.0,0.0,15.15
2018-07-06 18:30:00,2.8585,3.698,0.0,0.0,15.15
2018-07-06 18:45:00,1.1386,3.698,0.0,0.0,15.15
2018-07-06 19:00:00,1.6861,3.698,0.0,0.0,15.15
2018-07-06 19:15:00,1.7755,3.698,0.0,0.0,15.15
2018-07-06 19:30:00,0.5246,3.698,0.0,0.0,15.15
2018-07-06 19:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 20:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 20:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 20:30:00,0.1563,3.698,0.0,0.0,15.15
2018-07-06 20:45:00,0.9041,3.698,0.0,0.0,15.15
2018-07-06 21:00:00,0.413,3.698,0.0,0.0,15.15
2018-07-06 21:15:00,0.7703,3.698,0.0,0.0,15.15
2018-07-06 21:30:00,1.027,3.698,0.0,0.0,15.15
2018-07-06 21:45:00,1.284,3.698,0.0,0.0,15.15
2018-07-06 22:00:00,0.3349,3.698,0.0,0.0,15.15
2018-07-06 22:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 22:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 22:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 23:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 23:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-06 23:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 00:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 00:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 00:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 00:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 01:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 01:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 01:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 01:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 02:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 02:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 02:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 02:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 03:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 03:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 03:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 03:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 04:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 04:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 04:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 04:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 05:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 05:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 05:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 05:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 06:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 06:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 06:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 06:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 07:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 07:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 07:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 07:45:00,0.1116,3.698,0.0,0.0,15.15
2018-07-07 08:00:00,0.8037,3.698,0.0,0.0,15.15
2018-07-07 08:15:00,0.5135,3.698,0.0,0.0,15.15
2018-07-07 08:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 08:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 09:00:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 09:15:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 09:30:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 09:45:00,0.0,3.698,0.0,0.0,15.15
2018-07-07 10:00:00,1.6749,3.698,0.0,0.0,15.15
2018-07-07 10:15:00,0.2345,3.698,0.0,0.0,15.15
